business_name,inspection_score,Year,NumberofLocations,Weekend
NAPOLI'S PIZZA,77,2008,77,False
AL'S ALASKAN INN,90,2016,30,False
TACO BELL #18131,94,2003,45,False
PEKING WOK,95,2003,271,False
O'MALLEY ON THE GREEN - RESTAURANT,98,2007,50,False
BEAN'S CAFE INC,92,2006,49,False
DOWNTOWN SOUP KITCHEN,91,2017,9,False
CARRS #1805 - DELI,94,2017,86,False
CROSTINI CAFE,95,2006,53,False
CENTRAL MIDDLE SCHOOL,100,2009,42,False
MUFFIN MAN,90,2004,43,False
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,91,2017,25,False
COSTCO WAREHOUSE PIZZA KITCHEN,96,2017,44,False
BRIGHT BEGINNINGS EARLY LEARNING,86,2017,134,False
TACO GRANDE #1,97,2008,32,False
NORTHERN LIGHTS ESPRESSO CAFE,100,2003,27,False
AFC SUSHI @ FRED MEYER 00656,100,2004,51,False
PEANUT FARM - BAR,92,2009,32,False
SOUTH ANCHORAGE JROTC STUDENT GOV'T,97,2017,15,False
MCDONALD'S,100,2015,646,False
CARRS #1807 - ORIENT EXPRESS,82,2008,47,False
GWENNIES RESTAURANT,87,2009,126,False
DRAGON RESTAURANT,100,2016,191,False
CARRS #1805 - SALAD BAR,94,2008,40,False
ALPENGLOW ELEMENTARY,99,2002,39,False
ALASKA NEUROLOGY CENTER CAFE,100,2016,10,False
TACO PALACE,84,2018,24,False
KASUUN ELEMENTARY,100,2007,36,False
HOWLING WOLF CAFE/JROTC,88,2009,16,False
CAMP FIRE - SCENIC PARK,100,2017,38,False
TOFU HOUSE RESTAURANT,80,2016,28,False
CAMP FIRE - RUSSIAN JACK,91,2001,45,False
ARIGATO,84,2007,79,False
"BARNES & NOBLE BOOKSELLERS, INC",99,2009,36,False
HOLIDAY STATIONSTORE #606,96,2007,29,False
SUBWAY OF ALASKA #19605,99,2003,49,False
SPRING HILL ELEM CAFETERIA,100,2003,37,False
COSTCO WHOLESALE #63 - PROCESSOR,98,2006,24,False
PEANUT FARM SPORTS BAR & GRILL,85,2006,50,False
SUBWAY OF ALASKA #14372,97,2007,62,False
COMMON GROUNDS ESPRESSO THREE LLC,100,2016,22,False
CARRS #1805 - BAKERY,92,2008,29,False
UAA - CUDDY COFFEE HOUSE,100,2015,13,False
LITTLE BEARS PLAYHOUSE,92,2009,32,False
DRAGON RESTAURANT,79,2004,191,False
CARRS #1813 - DELI,96,2016,68,False
CARRS #1805 - DELI,94,2006,86,False
ANCH HILTON - HOOPER BAY,88,2007,76,False
H2OASIS WAVE POOL,100,2008,54,False
MCDONALD'S,95,2015,646,False
HIDEAWAY BAR,95,2006,34,False
"ALASKA'S TASTE OF THAI II, LLC",98,2016,7,False
FRED MEYER  DELI #668,93,2004,52,False
CHINA LIGHTS ORIENTAL CUISINE LLC,82,2009,178,False
KALADI BROS. COFFEE,86,2006,48,False
PHO GRILL,92,2015,53,False
CAMP FIRE - OCEAN VIEW,100,2017,26,False
ALASKA PSYCHIATRIC INSTITUTE COFFEE,96,2009,16,False
ST. CHRISTOPHERS CHURCH PANTRY,100,2016,14,False
BRIGHT BEGINNINGS EARLY LEARNING,89,2007,134,False
HOLIDAY STATION STORE #629 SNACK,98,2003,27,False
LAHN PAD-THAI RESTAURANT,100,2015,102,False
DIMOND SKATE LAND,100,2017,20,False
CHILI'S GRILL + BAR - BAR,100,2015,6,False
EXTENDED STAY DELUXE - POOL,100,2016,37,False
SOUTH ANCHORAGE JROTC STUDENT GOV'T,96,2016,15,False
CARL'S JR RESTAURANT,85,2015,254,False
DING HOW RESTAURANT,87,2006,196,False
JITTERS,98,2005,54,False
KALADI BROTHERS COFFEE CO,84,2008,60,False
BENSON SECONDARY SCHOOL,100,2006,43,False
UNCLE JOE'S PIZZERIA #4,96,2008,40,False
HOLIDAY STATION STORE #620,100,2003,23,False
DING HOW RESTAURANT,89,2015,196,False
LITTLE BEARS PLAYHOUSE,95,2007,32,False
TOFU HOUSE RESTAURANT,82,2017,28,False
ANCHORAGE MICROTEL SNACK BAR,93,2008,28,False
BLACK BEAR COFFEE COMPANY,90,2016,55,False
DAMI,85,2008,103,False
MILANO'S PIZZA,92,2009,74,False
SERVICE HIGH SCHOOL,96,2000,42,False
APA GROCERIES,94,2006,47,False
EAST HIGH SCHOOL/P & R,100,2002,18,False
WENDLER MIDDLE SCHOOL,100,2007,43,False
PANCHO'S VILLA,95,2009,62,False
DING HOW RESTAURANT,87,2017,196,False
OUT OF THE BOX,100,2017,6,False
HUMPY'S SUB-ZERO,86,2007,38,False
GOLDENVIEW MIDDLE SCHOOL,100,2009,38,False
CARRS #1805 - STARBUCKS,99,2002,23,False
FIORI D'ITALIA,94,2005,39,False
FRED MEYER  DELI #668,96,2017,52,False
SCHLOTZKY'S DELI,90,2015,15,False
KING CAREER CENTER,100,2015,28,False
LITTLE BEARS PLAYHOUSE,92,2006,32,False
GRIZZLY'S PIZZA & WINGS,100,2015,11,False
"HOT SPOT, THE",87,2008,36,False
GORSUCH BOY SCOUT CAMP,95,2017,34,False
TESORO -BONIFACE SNACK,95,2017,16,False
CARRS #1802 - GROCERY,95,2005,32,False
HOLIDAY STATIONSTORE DELI #638,93,2007,40,False
HULA HANDS RESTAURANT,89,2015,181,False
SICILY'S PIZZA,95,2009,323,False
MCDONALD'S - WALMART,91,2015,27,False
CAPTAIN COOK - SPA/ COED,100,2006,29,False
I.H.O.P.,86,2006,208,False
CENTER CAFE,91,2015,90,False
PRESTIGE CARE & REHAB CENTER ANCH,87,2015,22,False
ORIENTAL SHOPPING CENTER - DELI,85,2016,19,False
LONG BRANCH SALOON,81,2009,91,False
CAPTAIN COOK - MAIN KITCHEN,91,2005,40,False
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2001,57,False
GALLO'S MEXICAN RESTAURANT,96,2016,274,False
NAPOLI'S PIZZA,90,2006,77,False
HOST COMMISSARY,100,2001,48,False
5TH AVENUE DELI,94,2006,70,False
"ALASKA CLUB EAST - POOL, THE",100,2004,57,False
SICILY'S PIZZA,89,2017,323,False
KASUUN ELEMENTARY,100,2005,36,False
QDOBA RESTAURANT CORP,90,2007,40,False
SUSITNA ELEMENTARY SCHOOL,100,2002,41,False
STOP N SHOP - MANILA BAKE,93,2016,14,False
ARBY'S,92,2005,128,False
LAHN PAD-THAI RESTAURANT,93,2017,102,False
SICILY'S PIZZA,85,2008,323,False
CARL'S JR RESTAURANT,93,2017,254,False
PETROLEUM CLUB OF ANCHORAGE,94,2000,68,False
SAMURAI SUSHI,86,2017,119,False
THAI ORCHID RESTAURANT,95,2018,12,False
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE BAR,91,2007,33,False
MCDONALD'S,99,2018,646,False
MARX BROTHERS CAFE,93,2004,29,False
"BURGERS, WINGS & THINGS",89,2009,43,False
ANCHORAGE COMFORT INN - POOL,100,2008,40,False
DOWNTOWN SHELL  A & W,87,2006,105,False
HOLIDAY STATIONSTORE  #632,100,2004,30,False
SARA'S SANDWICHES,95,2002,48,False
COSTCO WHOLESALE - PROCESSOR,100,2008,27,False
COSTCO WHOLESALE - PROCESSOR,100,2009,27,False
DIMOND CENTER CINEMAS,100,2004,40,False
SILK RESTAURANT,85,2017,35,False
FAIRFIELD INN & SUITES - HOT TUB,100,2008,28,False
FRED MEYER - RETAIL FISH,100,2003,86,False
WAL-MART STORE #4359,95,2016,14,False
"FALAFEL KING, THE",86,2008,61,False
STEAMDOT ESPRESSO-S,100,2009,14,False
CAROUSEL CHILD CARE CENTER,94,2005,58,False
OCEANVIEW ELEMENTARY SCHOOL,100,2016,39,False
CARRS #1805 - RETAIL FISH,95,2002,30,False
CHILDREN'S WORLD BILINGUAL MONTESSORI LLC,100,2017,18,False
RIZEN GRIND,96,2017,8,False
COLLEGE GATE ELEMENTARY SCHOOL,100,2017,38,False
PHO & THAI CUISINE,75,2016,49,False
PIONEER CLUB,96,2005,27,False
SUBWAY,92,2015,99,False
CITC HEAD START,100,2017,3,False
GRANNY B'S CAFE,94,2006,61,False
BOYS & GIRLS CLUB OF SOUTH CENTRAL ALASKA DBA BOYS & GIRLS CLUB MT. VIEW,95,2007,31,False
BIRCHWOOD SALOON,94,2005,35,False
MORNING STAR CHRISTIAN SCHOOL,86,2016,35,False
BUSH COMPANY #2,86,2008,32,False
L'AROMA SOUTHSIDE,100,2007,45,False
CARRS #1805 - SALAD BAR,95,2006,40,False
BIRCHWOOD SALOON,93,2008,35,False
NEW SAGAYA MIDTOWN MARKET - DELI,88,2007,87,False
CAMP FIRE - AIRPORT HEIGHTS,100,2003,27,False
CARRS #2628 - GROCERY,100,2008,31,False
BELLA VISTA,82,2007,56,False
KOREAN RICE CAKE CO,89,2015,49,False
KIDS'  CORPS - MOUNTAIN VIEW CENTER,100,2009,26,False
SWEET PINK PEPPER,78,2004,154,False
SUBWAY OF ALASKA #4802,95,2001,37,False
GUIDOS PIZZA #2,100,2008,50,False
CARRS #1802 - GROCERY,95,2004,32,False
"BARNES & NOBLE BOOKSELLERS, INC",94,2007,36,False
CHUGACH OPTIONAL ELEMENTARY SCHOOL,99,2001,38,False
TACO KING III,82,2006,47,False
TABLE 6 BAR AND GRILL,93,2016,23,False
STARBUCKS COFFEE CO #11426,94,2008,17,False
PHO & THAI CUISINE,75,2016,49,False
MILANO'S PIZZA,100,2001,74,False
MIKE'S QUALITY MEATS,93,2009,47,False
CARRS #2628 - SALAD BAR,90,2004,30,False
SOUPER BOWL,91,2017,59,False
THE SMOKE HOUSE #3,88,2017,13,False
DING HOW RESTAURANT,81,2016,196,False
MARX BROTHERS CAFE,92,2003,29,False
MIKE'S QUALITY MEATS,93,2016,47,False
BIG BOY EXPRESS MARKET,86,2007,133,False
"ALASKA CLUB EAST - DECK, THE",100,2003,46,False
HOMESTEAD ELEMENTARY SCHOOL,100,2016,38,False
HOLIDAY STATIONSTORE #630,100,2004,31,False
LAKE OTIS ELEMENTARY SCHOOL,100,2017,38,False
HUMPY'S GREAT ALASKAN ALEHOUSE,95,2006,78,False
CARRS #2628 - ORIENT EXPRESS,95,2004,37,False
SAMURAI SUSHI,73,2008,119,False
PHATTRA ASIAN MARKET,94,2016,11,False
HACIENDA MEXICAN RESTAURANT,93,2004,62,False
CENTRER LE POINT CAFE,100,2016,27,False
GRIND TIME ENTERPRISES - S,91,2017,4,False
BLONDIE'S ESPRESSO,92,2016,26,False
HOLIDAY STATIONSTORE #611 SNACKBAR,100,2016,31,False
CHUGIAK ELEMENTARY SCHOOL,100,2007,41,False
MCDONALD'S,100,2017,646,False
MILANO'S PIZZA,90,2008,74,False
CARRS #1805 - GROCERY,89,2002,42,False
CHUGIAK HIGH SCHOOL,100,2017,42,False
DAMI,82,2007,103,False
CARRS #1817 - GROCERY,91,2003,26,False
PIZZA OLYMPIA,95,2015,69,False
EAGLE RIVER ELEMENTARY SCHOOL,100,2005,35,False
PROVIDENCE EXTENDED CARE - KENAI COTTAGE,100,2017,7,False
ALASKA CLUB FOR WOMEN - SPA,100,2016,43,False
HOOD WINGS,87,2016,81,False
HOLIDAY STATIONSTORE #637,100,2017,40,False
LIONS DEN LOUNGE,85,2006,33,False
PIZZA PLAZA,82,2005,90,False
SOUTHSIDE BISTRO,91,2005,59,False
CAMP FIRE - ABBOTT LOOP,100,2005,32,False
SWEET PINK PEPPER,79,2007,154,False
PIPER'S RESTAURANT,88,2007,113,False
ANCHORAGE COMMUNITY YMCA - BAXTER,100,2017,21,False
CARRS #1805 - FUEL FACILITY,97,2016,8,False
MCDONALD'S,99,2002,646,False
"HILLCREST CHILDREN'S CTR., INC",89,2005,74,False
WHALEY CENTER,100,2017,32,False
ARCTIC ROADRUNNER #2,92,2005,36,False
EGAN CONVENTION CENTER,100,2000,17,False
DAWG HOUSE CAFE,84,2008,66,False
LAKE HOOD ELEMENTARY,100,2002,36,False
WESTMARK - SOLSTICE CAFE LOUNGE,93,2004,16,False
FRED MEYER RETAIL STORE,96,2007,94,False
RONNIE,91,2004,95,False
SNO FLO LLC,92,2016,9,False
SHELL - EAGLE RIVER A & W,82,2007,33,False
HOLIDAY STATION STORE #601 SNACK,99,2001,52,False
JADE FIELD OPERATIONS CONCESSION -S,100,2008,17,False
HOLIDAY STATIONSTORE #631,93,2002,31,False
PHO DIMOND RESTAURANT,90,2017,17,False
PI RESTAURANT @ EMBASSY SUITES,94,2017,18,False
XALOS,93,2017,18,False
ANCHORAGE COMMUNITY YMCA - KASUUN,100,2017,10,False
BROWN BEAR SALOON,99,2016,38,False
BEAN'S CAFE INC,92,2006,49,False
COLLEGE GATE ELEMENTARY SCHOOL,100,2005,38,False
CAPONE'S PIZZA,90,2007,61,False
SIDE STREET ESPRESSO,93,2002,16,False
UAA-CULINARY ARTS - LUCY CUDDY HALL,100,2015,34,False
BENSON SECONDARY SCHOOL,93,2015,43,False
"MULDOON FRUITLAND, INC",92,2015,42,False
CAPTAIN COOK - FLETCHER'S,99,2017,31,False
DIMOND HIGH SCHOOL STORE/COFFEE SHOP,100,2016,14,False
TACO BELL #19282,100,2016,43,False
GUIDOS PIZZA #2,95,2015,50,False
BOMBAY DELUXE,75,2007,120,False
NORTHERN LIGHTS ABC SCHOOL,100,2008,36,False
HOLIDAY STATIONSTORE #628,95,2003,41,False
KOREAN RICE CAKE CO,88,2007,49,False
AMAZING GRACE LUTHERAN PRESCHOOL,94,2017,23,False
CAPTAIN COOK - CROWS NEST,96,2007,28,False
CHESTER PARK CORP.,98,2007,60,False
TESORO - HOLLYWOOD,99,2017,8,False
THAI ORCHID RESTAURANT,95,2018,12,False
LAKE OTIS ELEMENTARY SCHOOL,100,2003,38,False
PROVIDENCE HOSPITAL - CAFE SOLANGE,100,2002,33,False
AFC SUSHI @ CARRS/SAFEWAY #1813,96,2017,4,False
WENDY'S #5,94,2000,44,True
CAPTAIN COOK - FLETCHER'S,94,2006,31,False
TRAILSIDE ELEMENTARY SCHOOL,100,2016,38,False
HOLIDAY STATIONSTORE #632 SNACK,100,2001,34,False
JALAPENOS MEXICAN RESTAURANT,100,2015,104,False
KIDS' CORP - MULDOON,96,2015,51,False
LUCKY SPOT CAFE,91,2018,5,False
CAPTAIN COOK - THE CAFE,86,2005,54,False
PEGGYS RESTAURANT,86,2002,86,False
PAPA MURPHY'S,94,2009,110,False
ARCTIC VALLEY SKI AREA,100,2006,13,True
SAMURAI SUSHI,73,2009,119,False
SORRENTO'S,90,2016,52,False
CARRS #1813 - DELI,94,2015,68,False
COSTCO  MEAT,96,2017,31,False
FRED MEYER - RETAIL FISH,100,2000,86,False
JALAPENOS MEXICAN RESTAURANT,88,2006,104,False
SULLIVAN ARENA S W (Subway Kiosk),95,2008,15,False
SWEET PINK PEPPER,80,2007,154,False
SIS'S DELI & ESPRESSO BAR,84,2006,47,False
HOWLING WOLF CAFE/JROTC,88,2009,16,False
FRED MEYER - BAKERY,100,2017,88,False
FRED MEYER 00656 - BAKERY,100,2004,19,False
"BARNES & NOBLE BOOKSELLERS, INC",100,2008,36,False
STARBUCKS COFFEE CO #11426,94,2008,17,False
NORDSTROM - CAFE EXPRESS,88,2006,38,False
ANCHORAGE COMFORT INN SNACKBAR,92,2006,41,False
WESTMARK - SOLSTICE CAFE,96,2008,47,False
HOLIDAY STATIONSTORE #631,99,2016,31,False
CLARION SUITES - SPA,100,2016,14,False
KIDS' CORP - MULDOON,100,2015,51,False
TACO BELL #2181,94,2016,35,False
CAPTAIN COOK - THE CAFE,88,2007,54,False
GALLO'S MEXICAN RESTAURANT,97,2016,274,False
MCDONALD'S,90,2004,646,False
"NEW CENTRAL MARKET, THE",95,2018,55,False
CAMP FIRE - KLATT,100,2008,25,False
WHALEY CENTER,99,2001,32,False
AIRPORT HEIGHTS SCHOOL,99,2000,37,False
BEAR MOUNTAIN ESPRESSO,83,2008,53,False
LOS ARCOS RESTAURANT-BAR,95,2018,13,False
DOWNTOWN SHELL  A & W,92,2015,105,False
DRAGON RESTAURANT,88,2009,191,False
HULA HANDS RESTAURANT,91,2009,181,False
CROW CREEK MERCANTILE #1839,100,2008,53,False
CAROUSEL CHILD CARE CENTER,94,2016,58,False
CARRS #1805 - BAKERY,88,2000,29,False
SUBWAY OF ALASKA #10986,90,2005,50,False
MCDONALD'S,100,2005,646,False
UAA-CULINARY ARTS - LUCY CUDDY HALL,94,2005,34,False
SICILY'S PIZZA,82,2002,323,False
SWEET PINK PEPPER,91,2006,154,False
CARRS #1807 - SERVICE MEAT,100,2005,27,False
DAMI,81,2016,103,False
WILLOW CREST ELEMENTARY SCHOOL,100,2000,37,False
CAREL ASSISTED LIVING HOME,92,2017,11,False
BELLA VISTA,82,2007,56,False
"NEW CENTRAL MARKET PROCESSING, THE",79,2007,98,False
DRAGON RESTAURANT,75,2006,191,False
CAMP FIRE - NUNAKA VALLEY,98,2017,43,False
H2OASIS ACTIVITY POOL,100,2006,56,False
TESORO - SEWARD HWY - SNACK,96,2016,9,False
AIRPORT HEIGHTS SCHOOL,100,2001,37,False
AURORA SCHOOL,100,2005,42,False
AUNTIE ANNE'S PRETZELS #AK102,100,2015,24,False
SIS'S DELI & ESPRESSO BAR,97,2017,47,False
STARBUCKS,100,2008,20,False
CARRS #1813 - CHINESE KITCHEN,89,2002,49,False
FRED MEYER - DELI,95,2005,189,False
ANCHORAGE CHRISTIAN PRESCHOOL,87,2006,48,False
ST FRANCIS HOUSE,100,2001,17,False
"ALASKA QUALITY CARE, LLC",87,2017,16,False
CAMP FIRE - ALPENGLOW,100,2017,36,False
MOCHA MASTERS,92,2016,29,False
RAY'S PLACE LLC,99,2002,109,False
BRIGHT BEGINNINGS EARLY LEARNING,90,2006,134,False
DENNY'S,88,2004,111,False
NORTHERN SNO -S,100,2016,8,False
KASUUN ELEMENTARY,100,2008,36,False
WENDLER MIDDLE SCHOOL,100,2017,43,False
BOMBAY DELUXE,91,2008,120,False
SAFEWAY/ STARBUCK'S,100,2015,13,False
PANHANDLE BAR,85,2006,32,False
NUNAKA VALLEY SCHOOL,100,2007,37,False
ORIENTAL EXPRESS,89,2017,9,False
TESORO - HOLLYWOOD,97,2015,8,False
DON JOSE'S MEXICAN REST/BAR,95,2002,30,False
HOLIDAY STATIONSTORE #602 DELI,100,2008,46,False
CARRS #1812 - SALAD BAR,100,2009,36,False
CARRS #1807 - SALAD BAR,98,2006,32,False
JALAPENOS MEXICAN RESTAURANT,87,2008,104,False
CAPTAIN COOK - THE CAFE,88,2007,54,False
NEW SAGAYA CITY MARKET/KALADI,97,2016,7,False
TARGET - PIZZA HUT & EXPRESS,96,2015,26,False
NORTHWOOD SCHOOL,95,2004,38,False
UAA - CUDDY CENTER,100,2017,57,False
HANSHEW MIDDLE SCHOOL,100,2015,40,False
CARRS #520 -  DELI,86,2006,80,False
CARRS #1813 - RETAIL MEAT,98,2018,28,False
NORTH STAR ELEMENTARY SCHOOL,100,2008,46,False
NORTHWOOD SCHOOL,100,2001,38,False
KLATT ELEMENTARY SCHOOL,100,2017,38,False
KIDS' CORP - MULDOON,79,2008,51,False
ALASKA CLUB FOR WOMEN - SPA,100,2008,43,False
BOBBY'S CAFE,92,2006,55,False
GINGER,84,2007,58,False
PERK-UP ESPRESSO,94,2002,70,False
JEWEL LAKE TASTEE FREEZ,100,2006,65,False
ANCHORAGE SENIOR CENTER,83,2005,95,False
BAYSHORE ELEMENTARY SCHOOL,100,2015,40,False
MARX BROTHERS CAFE,89,2009,29,False
FRED MEYER - DELI,100,2007,189,False
AIRPORT HEIGHTS SCHOOL,100,2000,37,False
CHILDREN'S WORLD,100,2015,58,False
PEANUT FARM - RESTAURANT,86,2000,92,False
SORRENTO'S,81,2007,52,False
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,91,2017,25,False
YAK & YETI HIMALAYAN RESTAURANT,91,2005,74,False
SAMURAI SUSHI,74,2007,119,False
CAMP FIRE - CHINOOK,100,2017,30,False
HOLIDAY STATION STORE #601 SNACK,91,2000,52,False
L'AROMA BAKERY & DELI - RESTAURANT,100,2001,161,False
BOOM BROS BREW,94,2017,9,False
CHESTER VALLEY SCHOOL,100,2007,37,False
VILLA PIZZA,88,2007,68,False
AK PACIFIC UNIVERSITY,96,2016,70,False
CAPONE'S PIZZA,94,2016,61,False
COSTCO WHOLESALE #63 - MEAT,100,2009,26,False
YUKON CONCESSION - S,95,2007,22,True
BOBBY'S CAFE,90,2008,55,False
BEAR TOOTH GRILL,96,2016,75,False
SUBWAY OF ALASKA #14372,87,2018,62,False
ROSETTA'S ITALIAN EATERY,95,2017,55,False
KOBE TEPPAYAKI HOUSE,89,2016,151,False
CREDIT UNION 1 LEARNING CENTER,100,2007,26,False
"NEW CENTRAL MARKET PROCESSING, THE",85,2005,98,False
GLACIER BOWL,78,2017,29,False
"FLYING DUTCHMAN PASTRY SHOP, THE",100,2017,37,False
L'AROMA BAKERY & DELI - RESTAURANT,82,2006,161,False
CAROUSEL CHILD CARE CENTER,94,2016,58,False
CARRS #1807 - DELI,97,2018,59,False
SUBWAY OF ALASKA #23397,93,2008,52,False
BARTLETT HIGH SCHOOL,97,2017,59,False
MEARS MIDDLE SCHOOL,100,2001,39,False
SUBWAY OF ALASKA #17981,92,2006,41,False
SUBWAY STORE #23885,100,2004,26,False
RUSSIAN JACK ELEMENTARY SCHOOL,100,2015,38,False
SUBWAY OF ALASKA #10986,88,2009,50,False
WILLIWAW - ROOF BAR,85,2016,9,False
CAMPOBELLO BISTRO,100,2015,60,False
TACO KING BONIFACE,96,2017,28,False
CARRS #1813 - GROCERY,100,2009,29,False
HOLIDAY STATIONSTORE DELI #638,94,2009,40,False
JAVA HAUS,95,2018,14,True
WILLIWAW ELEMENTARY SCHOOL,100,2001,38,False
PEKING WOK,86,2005,271,False
KING CAREER CENTER EARLY CHILDHOOD,100,2007,25,False
PIPER'S RESTAURANT,86,2006,113,False
CAMP FIRE - ABBOTT LOOP,100,2017,32,False
AFC SUSHI @ CARRS/SAFEWAY #1813,100,2016,4,False
AL'S ALASKAN INN,90,2016,30,False
BRADLEY HOUSE,98,2002,54,False
PHO LENA EAST,85,2017,19,False
PETERS CREEK CHEVRON GROCERY & LIQU,92,2015,41,False
HAMBURGER HAVEN,88,2017,129,False
VIKING HALL,100,2005,21,False
COSTCO  MEAT,100,2000,31,False
OLIVE GARDEN,97,2016,19,False
DON JOSE'S MEXICAN RESTAURANT,86,2007,140,False
BARTLETT HIGH SCHOOL,95,2009,59,False
CARRS #1813 - RETAIL MEAT,98,2004,28,False
DIMOND CENTER CINEMAS,92,2015,40,False
PIZZA PLAZA,100,2006,90,False
TUDOR ELEMENTARY SCHOOL,100,2001,39,False
FRED MEYER - BAKERY,94,2001,88,False
PHO & THAI CUISINE,77,2016,49,False
CAMP FIRE - POLARIS,100,2008,21,False
TARGET - PIZZA HUT & EXPRESS,96,2015,26,False
"NEW CENTRAL MARKET PROCESSING, THE",90,2015,98,False
SUBWAY OF ALASKA #15777,91,2007,70,False
TUDOR ELEMENTARY SCHOOL,98,2015,39,False
OCEANVIEW ELEMENTARY SCHOOL,100,2006,39,False
FRED MEYER 00656 - RETAIL MEAT,95,2004,22,False
TWIN DRAGON,77,2005,127,False
LAKE HOOD ELEMENTARY,100,2005,36,False
CAFE AMSTERDAM,89,2006,49,False
PIZZA PLAZA,98,2002,90,False
TESORO -SEWARD HWY,100,2016,9,False
PERSONALIZED ASSISTED LIVING II,99,2015,17,False
BASKIN ROBBINS #8046,82,2016,54,False
HILLTOP SKI AREA,94,2018,55,False
CAMP FIRE - KLATT,100,2005,25,False
CAMP FIRE - SUSITNA,100,2017,38,False
YETI DOG,100,2017,12,False
L & L HAWAIIAN BARBECUE,95,2016,55,False
ST ELIZABETH ANN SETON PARISH,100,2017,8,False
SAMURAI SUSHI,73,2008,119,False
KALADI BROTHERS COFFEE (PAC),91,2008,27,False
MEKONG MARKET,91,2008,30,False
MCDONALD'S,94,2009,646,False
SUBWAY,95,2018,99,False
AUNTIE ANNE'S PRETZELS #AK102,96,2017,24,False
WEST HIGH SCHOOL,96,2009,36,False
SOUTHSIDE BISTRO,93,2009,59,False
HOLIDAY STATIONSTORE #628 SNACKBAR,92,2008,57,False
POPEYES CHICKEN AND BISCUITS,82,2017,153,False
SLIPPERY SALMON BAR & GRILL,89,2015,41,False
BRIGHT BEGINNINGS EARLY LEARNING,94,2009,134,False
ANCHORAGE COMMUNITY YMCA EAGLE RVR,93,2016,18,False
NORTHERN LIGHTS ABC SCHOOL,100,2002,36,False
KALADI BROTHERS COFFEE CO,89,2007,60,False
GALLO'S MEXICAN RESTAURANT,95,2009,274,False
ANCHORAGE SENIOR CENTER,90,2015,95,False
MOUNTAIN VIEW ELEM SCHOOL,100,2008,45,False
FRED MEYER - BAKERY,100,2007,88,False
CHUGIAK CAFE,100,2017,6,True
RED CHAIR CAFE,84,2016,28,False
BARTLETT HIGH SCHOOL,94,2015,59,False
ANCHORAGE CHRISTIAN NURSERY &,95,2003,32,False
TWIN DRAGON,92,2016,127,False
YAK & YETI HIMALAYAN RESTAURANT,97,2016,74,False
CABIN TAVERN,97,2017,23,False
TACO KING,96,2001,115,False
"FLIGHT DECK, IMCA, INC.",93,2003,20,False
WHALEY CENTER,100,2002,32,False
PANHANDLE BAR,85,2006,32,False
BUSH COMPANY #2,90,2006,32,False
DARWINS THEORY BAR,96,2000,15,False
HEAVENLY CUP - NEW BLDG,95,2016,32,False
FIORI D'ITALIA,94,2017,39,False
WILLIWAW ELEMENTARY SCHOOL,100,2000,38,False
QUALITY SUITES HOTEL - SPA,100,2016,3,False
HOLIDAY STATIONSTORE #630 SNACKBAR,95,2009,30,False
HOLIDAY STATION STORE #610,97,2017,30,False
CAMP FIRE - CHESTER VALLEY,95,2016,20,False
FRED MEYER 00656 - DELI,97,2015,52,False
L'AROMA BAKERY & DELI - RESTAURANT,88,2007,161,False
FLATTOP PIZZA & POOL,96,2016,3,False
CARRS #2628 - GROCERY,100,2009,31,False
THAI ORCHID RESTAURANT,96,2017,12,False
ANCHORAGE COMMUNITY YMCA-LAKE HOOD,95,2017,10,False
PIZZA PLAZA,93,2016,90,False
TACO KING #2,91,2006,89,False
WHALEY CENTER,100,2015,32,False
ZORBAS GYROS,98,2016,23,False
SICILY'S PIZZA,89,2001,323,False
KLATT ELEMENTARY SCHOOL,100,2016,38,False
SUGAR SHACK ESPRESSO-BAILEY'S,95,2016,13,False
GLACIER BREWHOUSE - BAR,94,2007,22,False
EAGLE RIVER LIONS CLUB,95,2016,14,True
BEAR VALLEY ELEMENTARY,100,2006,38,False
HOLIDAY STATIONSTORE #611,100,2003,29,False
JAVA THE HUT,78,2006,79,False
SALVATION ARMY - SERENDIPITY,93,2006,26,False
HULA HANDS RESTAURANT,91,2016,181,False
WEE B'S LLC,100,2018,5,False
TOWNE PLACE SUITES BY MARRIOTT - GROCERY,100,2017,4,False
"BARNES & NOBLE BOOKSELLERS, INC",98,2003,36,False
HOLIDAY INN EXPRESS - SPA,100,2016,40,False
SUBWAY OF ALASKA #15777,85,2008,70,False
CAMP FIRE - ROGERS PARK,100,2002,26,False
DOWNTOWN SHELL FOOD MART A & W,87,2002,27,False
L & L HAWAIIAN BARBECUE,86,2017,55,False
WEST HIGH SCHOOL POOL/P & R,100,2002,32,False
JALAPENOS MEXICAN RESTAURANT,90,2006,104,False
LUCKY 7 MARKET,96,2008,28,False
ALASKA AIRLINES BOARD ROOM,99,2016,21,False
TACO BELL #2181,96,2008,35,False
AK PACIFIC UNIVERSITY,100,2003,70,False
MT SPURR SCHOOL,100,2015,37,False
EGAN CONVENTION CENTER BAR,98,2007,12,False
HOLIDAY STATIONSTORE #606,100,2001,29,False
SUBWAY STORE #23885,100,2007,26,False
HAMBURGER HAVEN,85,2007,129,False
